cik,company_name,slug,role,tra_id,counterparties,date_executed,date_terminated,status_flag,tax_asset_type,payment_pct,notes
1702744,Simply Good Foods Company,simply-good-foods-co,pubco,TRA-2017-07-07,"The Simply Good Foods Company (PubCo); Atkins Holdings, LLC; Roark Capital Acquisition, LLC (solely as Stockholders' Representative for the former Atkins / NCP-ATK selling equityholders).",2017-07-07,2018-11-14,terminated,amt_credit,,"PubCo (TRA obligor). The Simply Good Foods Company was formed in 2017 when SPAC Conyers Park Acquisition Corp. combined with NCP-ATK Holdings, Inc. (the indirect parent of Atkins Nutritionals)."
1949543,Sitio Royalties Corp,sitio-royalties-corp,pubco,,,,,,,,"Role: none (Up-C without a TRA). Sitio Royalties Corp operates an Up-C structure (PubCo owns Class A and Class C common stock; OpCo is Sitio Royalties Operating Partnership, LP), confirmed in the 2022 Brigham merger S-4 (accession 0001193125-22-259794): ""New Sitio will retain Sitio and Brigham's 'Up-C' structure, in which substantially all of the operating assets of New Sitio will be held by Opco LP, and New Sitio's only assets will be equity interests in Opco LP."" Each OpCo subsidiary classified as a partnership had a valid Section 754 election in place."
1823587,Sky Harbour Group Corporation,sky-harbour-group-corp,pubco,TRA-2022-01-25,Sky Harbour Group Corporation (Corporation / PubCo); Sky Harbour LLC; Tal Keinan (TRA Holder Representative); and the several TRA Holders party thereto.,2022-01-25,,in_force,,,"Sky Harbour Group Corporation is the PubCo (TRA obligor). The firm is the successor to Yellowstone Acquisition Company (YAC), a SPAC that closed its initial public offering October 26, 2020, and consummated a business combination with Sky Harbour LLC on January 25, 2022."
1775625,"SmileDirectClub, Inc.",smiledirectclub-inc,pubco,TRA-2019-09-13,,2019-09-13,2023-09-25,terminated_bankruptcy_unverified,section_754_step_up,85%,"# Contract identification log: SmileDirectClub, Inc. (CIK 0001775625) ## Contract: TRA-2019-09-13 (status: active per latest available filing) ### Entry 1 — Form-of TRA filed with S-1/A (unexecuted) - Source filing: S-1/A, accession 0001047469-19-005062, filed 2019-09-04 - Source document: a2239587zex-10_3.htm (Exhibit 10.3, ""FORM OF TAX RECEIVABLE AGREEMENT"") - Classification: Original TRA, unexecuted form. - Decision: New contract. - Saved as: TRA-2019-09-13/2019-09-04_form-of-tra_ex-10.3. VALIDATION 2026-05-17: Chapter 11 filed Sep 25, 2023; deregistered Oct 4, 2023; no post-Oct 2023 SEC filings. TRA fate on bankruptcy docket only (off-EDGAR); flag refined from terminated_unverified to terminated_bankruptcy_unverified (bankruptcy verified, TRA-specific treatment not)."
1982518,Smith Douglas Homes Corp.,smith-douglas-homes-corp,pubco,TRA-2024-01-10,,2024-01-10,,in_force,section_754_step_up,85%,"PubCo (TRA obligor). Smith Douglas Homes Corp. is a Delaware C-corporation that went public on January 16, 2024 via an Up-C IPO."
1856430,Snap One Holdings Corp.,snap-one-holdings-corp,pubco,TRA-2021-07-27,,2021-07-27,,terminated_merger,pre_ipo_nol,,"Snap One is the PubCo (TRA obligor). The TRA was executed in connection with its July 29, 2021 IPO; the original contract documents and any termination instrument are filed under Snap One's CIK."
1697500,"Solaris Energy Infrastructure, Inc.",solaris-energy-infrastructure-inc,pubco,TRA-2017-05-17,,2017-05-17,,in_force,section_754_step_up,,"PubCo (TRA obligor). Solaris is the corporate taxpayer under a single TRA originated at its May 17, 2017 Up-C IPO."
1739942,SolarWinds Corporation,solarwinds-corp,pubco,,,,,,,,"SolarWinds Corporation has no Tax Receivable Agreement. The firm is neither a PubCo TRA obligor, a beneficiary, an acquirer of a TRA-bearing target, nor a financing arm of an Up-C parent."
1707502,"Solid Biosciences, Inc.",solid-biosciences-inc,no_tra,,,,,,,,"Solid Biosciences is a gene-therapy firm that completed its IPO in January 2018 (S-1: accession 0001193125-17-383428; S-1/A: 0001193125-18-010563). Reading the S-1, the S-1/A, the first post-IPO 10-K (accession 0001564590-19-007462, fiscal year 2018), and a later 10-K (accession 0000950170-23-009318, fiscal year 2022), the firm is a conventional Delaware C-corporation."
1870600,"Solo Brands, Inc.",solo-brands-inc,pubco,TRA-2021-10-27,,2021-10-27,,in_force,section_754_step_up,85%,"PubCo (TRA obligor). Solo Brands, Inc. went public via an Up-C IPO on October 27, 2021, and is the obligor under a single Tax Receivable Agreement of that date."
2065636,"SOLV Energy, Inc.",solv-energy-inc,pubco,TRA-2026-02-10,"SOLV Energy, Inc.",2026-02-10,,in_force,"section_754_step_up, pre_ipo_nol, blocker_attributes",85%,"SOLV Energy, Inc. is the PubCo (TRA obligor) in an Up-C IPO completed on February 10, 2026 (Class A common stock listed on Nasdaq under ticker MWH). The firm pays 85% of realized tax benefits to the TRA Participants, who are the Continuing Equity Owners and Blocker Shareholders (the pre-IPO equity holders of SOLV Energy Holdings, LLC, controlled by American Securities funds)."
1420426,Contract log,sotheby-s-international-realty-affiliates-llc,no_tra,,,,,,,,"This firm appears as a co-registrant guarantor on Realogy Corporation registration statements (the 2007 S-4 and 2008 S-4/A) and on the 2011-2014 refinancing filings (S-3, S-4, 424B3, 8-K, 10-K/Q exhibits, indentures). The firm is one of dozens of Realogy operating subsidiaries that guarantee Realogy's debt; it has no own TRA."
1420935,Contract log,sotheby-s-international-realty-inc,no_tra,,,,,,,,"This firm appears as a co-registrant guarantor on Realogy Corporation registration statements (the 2007 S-4 and 2008 S-4/A) and on the 2011-2014 refinancing filings (S-3, S-4, 424B3, 8-K, 10-K/Q exhibits, indentures). The firm is one of dozens of Realogy operating subsidiaries that guarantee Realogy's debt; it has no own TRA."
1420425,Sotheby's International Realty Licensee LLC,sotheby-s-international-realty-licensee-llc,mention_only,,,,,,,,"This firm is a wholly-owned subsidiary guarantor of Realogy Group LLC (CIK 0001396334, formerly Realogy Corporation). It is not itself a party to any Tax Receivable Agreement."
1420427,Sotheby's International Realty Referral Company LLC,sotheby-s-international-realty-referral-company-llc,mention_only,,,,,,,,"This firm is a wholly-owned subsidiary guarantor of Realogy Group LLC (CIK 0001396334, formerly Realogy Corporation). It is not itself a party to any Tax Receivable Agreement."
1420741,South Land Title of Montgomery County Inc.,south-land-title-of-montgomery-county-inc,no_tra,,,,,,,,Realogy guarantor co-registrant pattern. The firm appears on EDGAR only as a co-registrant guarantor on Realogy Corporation's senior-notes exchange-offer filings: the 2007-12-18 S-4 (accession 0001193125-07-267402) and the 2008-01-09 S-4/A (accession 0001193125-08-003431).
1856608,"Sovos Brands, Inc.",sovos-brands-inc,never_executed,,,,,,,,"Role: never executed (and never contemplated). Sovos Brands, Inc. was a non-Up-C C-corporation IPO."
1487730,"Spectrum Brands Legacy, Inc.",spectrum-brands-legacy-inc,never_executed,,,,,,,,"Role: never-executed / mention-only. No executed TRA exists at this CIK or, to the best evidence available in these filings, anywhere in the Spectrum Brands corporate group during 2009 through 2018."
1377013,"Spectrum Management Holding Company, LLC",spectrum-management-holding-company-llc,no_tra,,,,,,,,"# Contract log: Spectrum Management Holding Company, LLC (CIK 0001377013) ## Entity lineage and corporate-group context This CIK is the former Time Warner Cable Inc. (TWC), registered in October 2006 ahead of TWC's 2007 separation from Time Warner Inc. Per SEC submissions metadata, the legal name changed from ""Time Warner Cable Inc."" to ""Spectrum Management Holding Company, LLC"" effective 2016-06-01, at the close of Charter Communications' acquisition of TWC (the merger closed on 2016-05-18, deregistration Form 25 was filed 2016-07-15, Form 15-12B on 2016-07-25)."
1498710,"Spirit Aviation Holdings, Inc.",spirit-aviation-holdings-inc,pubco,TRA-2011-06-01,"- Spirit Airlines, Inc.",2011-06-01,2014-06-17,terminated,"pre_ipo_nol, amt_credit",90%,"Role: PubCo (TRA obligor). Spirit Airlines, Inc. (re-named Spirit Aviation Holdings, Inc. on March 12, 2025 upon Chapter 11 emergence) entered into a single Tax Receivable Agreement on June 1, 2011, the date of its IPO."
1881462,Spree Acquisition Corp. 1 Limited,spree-acquisition-corp-1-ltd,pubco,TRA-2022-10-29,,2022-10-29,,never_executed,section_754_step_up,,"Spree Acquisition Corp. 1 Limited is a Cayman Islands SPAC that completed its IPO on December 20, 2021. On October 29, 2022, Spree signed a Business Combination Agreement with WHC Worldwide, LLC (doing business as zTrip) under an Up-C structure that would have made the post-domestication Delaware successor entity (WHC Worldwide, Inc.) a TRA obligor."
101830,Sprint Corporation / Sprint Nextel Corporation,sprint-llc,acquirer,,,,,,,,# Contract log: Sprint Corporation / Sprint Nextel Corporation (CIK 0000101830) ## Role: Acquirer Sprint plays the Acquirer role with respect to the only Tax Receivable Agreements that intersect its filing history. No TRA was ever originated under Sprint's own CIK.
1519622,SRAM International Corporation,sram-international-corp,never_executed,,,,,,,,"SRAM International Corporation's entire EDGAR filing history under this CIK consists of 5 registration documents filed between 2011-05-12 and 2011-11-01: one initial S-1 and four pre-effective S-1/A amendments. No S-1 went effective; no 424B prospectus, IPO-closing 8-K, or post-IPO periodic filing (10-K, 10-Q, 8-K) exists."
1420497,St. Joe Real Estate Services Inc.,st-joe-real-estate-services-inc,no_tra,,,,,,,,Realogy guarantor co-registrant pattern. The firm appears on EDGAR only as a co-registrant guarantor on Realogy Corporation's senior-notes exchange-offer filings: the 2007-12-18 S-4 (accession 0001193125-07-267402) and the 2008-01-09 S-4/A (accession 0001193125-08-003431).
1420496,St. Joe Title Services LLC,st-joe-title-services-llc,mention_only,,,,,,,,"This firm is a wholly-owned subsidiary guarantor of Realogy Group LLC (CIK 0001396334, formerly Realogy Corporation). It is not itself a party to any Tax Receivable Agreement."
876883,Stagwell Inc.,stagwell-inc,pubco,TRA-2021-08-02,MDC Stagwell Holdings Inc.,2021-08-02,,in_force,section_754_step_up,,"Stagwell Inc. (formerly MDC Partners Inc., then MDC Stagwell Holdings Inc.) is the PubCo (TRA obligor) under a single TRA originated at the August 2, 2021 closing of the MDC / Stagwell combination. The TRA payments run to Stagwell Media LP (Mark Penn's vehicle) and its permitted transferees."
707388,"Star Operating Companies, Inc.",star-operating-companies-inc,no_tra,,,,,,,,"# Contract log: Star Operating Companies, Inc. (CIK 0000707388) ## Firm identification - Current name: STAR OPERATING COMPANIES, INC. (renamed 2025-08-22) - Prior name: STAR EQUITY HOLDINGS, INC. (2021-02-09 to 2025-08-22) - Original name: DIGIRAD CORP (2001-11-05 to 2020-12-28) - SIC: 3845 (Electromedical & Electrotherapeutic Apparatus) - Filer status: Non-accelerated filer, Smaller reporting company ## Conclusion: not a TRA party No Tax Receivable Agreement is on file for this CIK. Role: none of PubCo / Beneficiary / Acquirer / Financing arm / Never-executed apply."
1503579,Station Casinos LLC,station-casinos-llc,financing_arm,,,,,,,,"Station Casinos LLC is the operating subsidiary (OpCo / Borrower) of Red Rock Resorts, Inc. (PubCo, CIK 0001653653), which completed its Up-C IPO on/around April 27, 2016 with the Fertitta family as the TRA beneficiaries. Station Casinos LLC files separately with the SEC because of registration obligations tied to its public credit-agreement notes (its CIK reports a registered Form 10 in 2010 and subsequent periodic filings through 2017)."
1796022,StepStone Group Inc.,stepstone-group-inc,pubco,TRA-2020-09-18-Exchanges,StepStone Group Inc.,2020-09-18,,in_force,section_754_step_up,85%,"StepStone Group Inc. is the PubCo (TRA obligor) under two parallel Tax Receivable Agreements established at its September 2020 IPO. The company is structured as an Up-C with StepStone Group LP (a Delaware limited partnership) as the operating partnership and StepStone Group Holdings, LLC as the General Partner."
1796022,StepStone Group Inc.,stepstone-group-inc,pubco,TRA-2020-09-18-Reorganization,StepStone Group Inc.,2020-09-18,,in_force,section_754_step_up,85%,"StepStone Group Inc. is the PubCo (TRA obligor) under two parallel Tax Receivable Agreements established at its September 2020 IPO. The company is structured as an Up-C with StepStone Group LP (a Delaware limited partnership) as the operating partnership and StepStone Group Holdings, LLC as the General Partner."
861878,"Stericycle, Inc.",stericycle-inc,no_tra,,,,,,,,"Role: Not a TRA party. Stericycle is a conventional public C-corporation, not an Up-C IPO or SPAC-driven structure."
1821812,Stratim Cloud Acquisition Corp.,stratim-cloud-acquisition-corp,never_executed,,,,,,,,"Stratim Cloud Acquisition Corp. is a Delaware-incorporated special-purpose acquisition company (SPAC). It completed its IPO on March 9, 2021 (424B4 filed 0001213900-21-015336) and on March 21, 2023 signed a Membership Interests Purchase Agreement with Force Pressure Control, LLC, contemplating a business combination in which Stratim would acquire Force and, at Closing, enter into a TRA with Force and certain Force Members (the ""TRA Holders"") at the standard 85% sharing rate covering basis step-ups from future Common Unit exchanges."
1856028,"Stronghold Digital Mining, Inc.",stronghold-digital-mining-inc,pubco,TRA-2021-04-01,"Stronghold Digital Mining, Inc.",2021-04-01,,terminated_merger,section_754_step_up,85%,"Stronghold Digital Mining, Inc. is the PubCo (TRA obligor). The firm executed an Up-C IPO in October 2021 with Q Power LLC (controlled by William Spence and Gregory Beard) as the Continuing LLC Member / TRA Holder."
1691936,"Stryve Foods, Inc.",stryve-foods-inc,pubco,TRA-2021-07-20,"Stryve Foods Holdings, LLC (a Texas LLC, ""Seller"" and sole beneficiary); Stryve Foods, Inc.",2021-07-20,,terminated_dissolution,section_754_step_up,85%,"Stryve Foods, Inc. (""Stryve"") is the PubCo (TRA obligor). Stryve is the public-company successor in interest to Andina Acquisition Corp."
1934114,"Suja Life, Inc.",suja-life-inc,pubco,TRA-2026-05-07,"Suja Life, Inc.",2026-05-07,,in_force,"section_754_step_up, blocker_attributes",,"Suja Life, Inc. is the PubCo (TRA obligor) under a standard Up-C IPO structure. The IPO priced May 6, 2026 and closed May 8, 2026."
1420327,Summit Escrow,summit-escrow,no_tra,,,,,,,,Realogy guarantor co-registrant pattern. The firm appears on EDGAR only as a co-registrant guarantor on Realogy Corporation's senior-notes exchange-offer filings: the 2007-12-18 S-4 (accession 0001193125-07-267402) and the 2008-01-09 S-4/A (accession 0001193125-08-003431).
1621563,"Summit Materials, Inc.",summit-materials-inc,pubco,TRA-2015-03-11,,2015-03-11,,terminated_merger,"section_754_step_up, pre_ipo_nol",85%,"Summit Materials, Inc. is the PubCo (TRA obligor) for a single Up-C TRA originating at its March 11, 2015 IPO. Summit Materials, LLC (CIK 0001571371) is the operating partnership (referred to in filings as ""Summit Holdings"" / ""Summit LLC"") and is processed in a separate firm directory."
1571371,"Summit Materials, LLC",summit-materials-llc,pubco,TRA-2015-03-11,"Summit Materials, Inc.",2015-03-11,,in_force,,,"# Summit Materials, LLC (CIK 0001571371) - contract log ## Role at this CIK: financing-arm subsidiary, later partial TRA beneficiary Summit Materials, LLC is a wholly owned indirect operating subsidiary of Summit Materials, Inc. (PubCo, CIK 0001621563), held through Summit Materials Holdings L.P. (the Up-C operating partnership). The LLC's SEC filings cover two distinct functions: - 2013-2024: senior notes issuer (financing arm)."
1743907,"Sun Country Airlines Holdings, Inc.",sun-country-airlines-holdings-llc,pubco,TRA-2021-03-19,"- Corporation: Sun Country Airlines Holdings, Inc.",2021-03-19,,terminated_change_of_control,"section_754_step_up, pre_ipo_nol",85%,"PubCo (TRA obligor). Sun Country Airlines Holdings, Inc. went public March 2021 in a conventional C-corp IPO (NOT an Up-C)."
1821850,contract_log.md — Sunlight Financial Holdings Inc.,sunlight-financial-holdings-inc,pubco,TRA-2021-07-09,Sunlight Financial Holdings Inc.,2021-07-09,2023-12-06,terminated,section_754_step_up,85%,PubCo (TRA obligor). Sunlight Financial Holdings Inc. (f/k/a Spartan Acquisition Corp.
1420643,Sunshine Group Ltd,sunshine-group-ltd,mention_only,,,,,,,,"This firm is a wholly-owned subsidiary guarantor of Realogy Group LLC (CIK 0001396334, formerly Realogy Corporation). It is not itself a party to any Tax Receivable Agreement."
1638833,"Surgery Partners, Inc.",surgery-partners-inc,beneficiary,TRA-2015-09-30,"Surgery Partners, Inc.",2015-09-30,,in_force,pre_ipo_nol,85%,"# Contract identification log: Surgery Partners, Inc. (CIK 1638833) ## Summary Surgery Partners has one Tax Receivable Agreement (the ""Income Tax Receivable Agreement"" dated September 30, 2015), one substantive amendment (Amendment No. 1, May 9, 2017), and a form-of and one executed TRA Waiver and Assignment Agreement (employee-level waivers, not full-TRA terminations). Saved under TRA-2015-09-30/."
719739,SVB Financial Group,svb-financial-group,no_tra,,,,,,,,Role: Mention-only. SVB Financial Group did NOT have a Tax Receivable Agreement as obligor.
1710583,"Switch, Inc.",switch-inc,pubco,TRA-2017-10-05,,2017-10-05,,terminated,section_754_step_up,,"# Contract identification log: Switch, Inc. (CIK 0001710583) One underlying Tax Receivable Agreement, originated at IPO and terminated by amendment at merger signing. Three documents on file (one unexecuted draft, one executed original, one termination amendment). ## TRA-2017-10-05 (Switch, Inc. / Switch, Ltd. / Continuing Members) ### Entry 1 — unexecuted draft, S-1 exhibit - Source filing: 0001193125-17-280759 (S-1, filed 2017-09-08). - Document: d393780dex101.htm. - Classification: Original Tax Receivable Agreement, unexecuted draft."
1837240,Symbotic Inc.,symbotic-inc,pubco,TRA-2022-06-07,Symbotic Inc.,2022-06-07,,in_force,section_754_step_up,85%,"Symbotic Inc. is the PubCo (TRA obligor). The firm became public on June 7, 2022 via the SVF Investment Corp. 3 (SVF 3) SPAC business combination with Symbotic Holdings LLC, structured as an Up-C."
1556263,"Syros Pharmaceuticals, Inc.",syros-pharmaceuticals-inc,no_tra,,,,,,,,"Syros Pharmaceuticals is a biotech that went public via a conventional underwritten IPO in June 2016 (S-1 first filed April 2016; 424B4 prospectus filed June 2016 under accession 0001047469-16-014103). It is incorporated as a Delaware C-corporation, not an Up-C structure."
1805833,"System1, Inc.",system1-inc,pubco,TRA-2022-01-27,"the several ""Continuing Members"" of S1 Holdco who retained Class B units at close, including the founder vehicles (Total Security Limited / Lone Investment Holdings) and Cannae Holdings.",2022-01-27,,in_force,section_754_step_up,,"System1, Inc. is a PubCo (TRA obligor). The firm was created when Trebia Acquisition Corp., a Cayman SPAC, consummated a Business Combination with S1 Holdco, LLC (a Delaware operating LLC owned by the founders' vehicles and Cannae Holdings) on January 27, 2022."
1724965,Talos Energy Inc.,talos-energy-inc,unknown,,,,,,,,Talos Energy Inc. is not a party to a Tax Receivable Agreement. No Talos TRA was originated at the 2018 Talos-Stone Energy reverse merger or at any subsequent corporate event.
1116132,"Tapestry, Inc.",tapestry-inc,no_tra,,,,,,,,Role: No-TRA / Not applicable. Reasoning.
1420740,TAW Holding Inc,taw-holding-inc,mention_only,,,,,,,,"This firm is a wholly-owned subsidiary guarantor of Realogy Group LLC (CIK 0001396334, formerly Realogy Corporation). It is not itself a party to any Tax Receivable Agreement."
1420434,TBR Settlement Services LLC,tbr-settlement-services-llc,no_tra,,,,,,,,This firm is a guarantor co-registrant on Realogy Corporation's exchange-offer S-4 filings. It is not a party to any Tax Receivable Agreement of its own.
1420433,Texas American Dissolution Inc,texas-american-dissolution-inc,no_tra,,,,,,,,This firm is a guarantor co-registrant on Realogy Corporation's exchange-offer S-4 filings. It is not a party to any Tax Receivable Agreement of its own.
1420773,Texas American Title Co of Austin,texas-american-title-co-of-austin,no_tra,,,,,,,,This firm is a guarantor co-registrant on Realogy Corporation's exchange-offer S-4 filings. It is not a party to any Tax Receivable Agreement of its own.
1420774,Texas American Title Co,texas-american-title-co,mention_only,,,,,,,,"This firm is a wholly-owned subsidiary guarantor of Realogy Group LLC (CIK 0001396334, formerly Realogy Corporation). It is not itself a party to any Tax Receivable Agreement."
1075124,Thomson Reuters Corporation,thomson-reuters-corp-can,no_tra,,,,,,,,"Role: No-TRA / non-substantive mention only. Thomson Reuters Corporation is a Canadian-domiciled media and information services company that files with the SEC as a foreign private issuer (40-F, 6-K)."
1769318,"Thunder Bridge Acquisition II, Ltd.",thunder-bridge-acquisition-ii-ltd,pubco,TRA-2020-12-14,,2020-12-14,,,pre_ipo_nol,85%,"Thunder Bridge Acquisition II is a Cayman Islands SPAC that signed a Master Transactions Agreement on December 14, 2020 to combine with Ay Dee Kay LLC, d/b/a indie Semiconductor. Under the MTA, on closing the SPAC domesticates from Cayman to Delaware and merges with a subsidiary of Thunder Bridge II Surviving Pubco, Inc., which then renames to indie Semiconductor, Inc."
1420432,contract_log.md — Title Resource Group Affiliates Holdings LLC,title-resource-group-affiliates-holdings-llc,beneficiary,,,,,,,,"This firm is a guarantor-subsidiary of Realogy Group LLC and is not a party to any Tax Receivable Agreement. The 25 filings in this directory (2007 Realogy S-4 going-private exchange offer, 2008 S-4/A, 2011–2014 Realogy refinancing S-1 / S-4 / 424B / FWP filings) are co-registered Realogy debt-securities filings on which Title Resource Group Affiliates Holdings LLC appears as a co-registrant guarantor."
1420504,contract_log.md — Title Resource Group Holdings LLC,title-resource-group-holdings-llc,beneficiary,,,,,,,,"This firm is a guarantor-subsidiary of Realogy Group LLC and is not a party to any Tax Receivable Agreement. The 25 filings in this directory (2007 Realogy S-4 going-private exchange offer, 2008 S-4/A, 2011–2014 Realogy refinancing S-1 / S-4 / 424B / FWP filings) are co-registered Realogy debt-securities filings on which Title Resource Group Holdings LLC appears as a co-registrant guarantor."
1420503,contract_log.md — Title Resource Group LLC,title-resource-group-llc,beneficiary,,,,,,,,"This firm is a guarantor-subsidiary of Realogy Group LLC and is not a party to any Tax Receivable Agreement. The 25 filings in this directory (2007 Realogy S-4 going-private exchange offer, 2008 S-4/A, 2011–2014 Realogy refinancing S-1 / S-4 / 424B / FWP filings) are co-registered Realogy debt-securities filings on which Title Resource Group LLC appears as a co-registrant guarantor."
1420502,contract_log.md — Title Resource Group Services LLC,title-resource-group-services-llc,beneficiary,,,,,,,,"This firm is a guarantor-subsidiary of Realogy Group LLC and is not a party to any Tax Receivable Agreement. The 25 filings in this directory (2007 Realogy S-4 going-private exchange offer, 2008 S-4/A, 2011–2014 Realogy refinancing S-1 / S-4 / 424B / FWP filings) are co-registered Realogy debt-securities filings on which Title Resource Group Services LLC appears as a co-registrant guarantor."
1420500,contract_log.md — Title Resources Inc,title-resources-inc,beneficiary,,,,,,,,"This firm is a guarantor-subsidiary of Realogy Group LLC and is not a party to any Tax Receivable Agreement. The 25 filings in this directory (2007 Realogy S-4 going-private exchange offer, 2008 S-4/A, 2011–2014 Realogy refinancing S-1 / S-4 / 424B / FWP filings) are co-registered Realogy debt-securities filings on which Title Resources Inc appears as a co-registrant guarantor."
1973266,"TKO Group Holdings, Inc.",tko-group-holdings-inc,pubco,,,,,,,,"TKO Group Holdings, Inc. is not a party to any Tax Receivable Agreement. It is neither a PubCo (TRA obligor), a beneficiary, an acquirer that extinguished a target's TRA, nor a financing arm of a TRA-bearing parent."
721683,"TRA contract log: Total System Services, Inc.",total-system-services-inc,no_tra,,,,,,,,"# TRA contract log: Total System Services, Inc. (CIK 0000721683) ## Firm role: mention-only (no TRA party status) Total System Services, Inc. (""TSYS"") is a payment-processing company (NYSE: TSS) that operated from 1983 until it was acquired by Global Payments Inc. on September 18, 2019. Across the 74 SEC filings in this directory (2002 through Q2 2019), no Tax Receivable Agreement was identified to which TSYS, any TSYS subsidiary, or any TSYS predecessor entity is a party."
1880661,TRA contract log: TPG Inc.,tpg-inc,beneficiary,TRA-2022-01-12,,2022-01-12,,in_force,section_754_step_up,85%,"TPG Inc. is the obligor (PubCo) under its Tax Receivable Agreement. The firm went public in January 2022 via an Up-C IPO with David Bonderman, James Coulter, and Jon Winkelried as the principal sponsors, alongside other pre-IPO LLC holders (TPG Group Holdings (SBS), L.P. and other feeder partnerships) as TRA beneficiaries."
1840927,TPG Pace Solutions Corp.,tpg-pace-solutions-corp,pubco,TRA-2021-12-06,"- PubCo (obligor): Vacasa, Inc.",2021-12-06,,,section_754_step_up,,"PubCo (TRA obligor), via SPAC business combination. TPG Pace Solutions Corp. is a Cayman Islands SPAC that IPO'd April 8, 2021 (8-K accession 0001104659-21-049825) and entered a Business Combination Agreement with Vacasa Holdings LLC and related parties on July 28, 2021 (8-K accession 0001104659-21-099167)."
1758730,Tradeweb Markets Inc.,tradeweb-markets-inc,pubco,TRA-2019-04-08,Tradeweb Markets Inc.,2019-04-08,,in_force,"section_754_step_up, pre_ipo_nol",50%,"PubCo (TRA obligor). Tradeweb Markets Inc. went public via an Up-C IPO on April 8, 2019 and entered into a single Tax Receivable Agreement with TWM LLC and the Continuing LLC Owners."
1361658,Travel + Leisure Co.,travel-leisure-co,beneficiary,,,,,,,,"Travel + Leisure Co. (TNL; formerly Wyndham Destinations, Inc.; formerly Wyndham Worldwide Corporation; corporate ancestor: Cendant Corporation) is a beneficiary of the WEX Tax Receivable Agreement and is not the PubCo / obligor under any TRA visible in its EDGAR filings. No TRA originated under this CIK."
1420736,"TRG Services Escrow, Inc.",trg-services-escrow-inc,no_tra,,,,,,,,"This firm is a Realogy subsidiary and acted as a guarantor co-registrant on Realogy Corporation's debt registration statements (2007 S-4, 2008 S-4/A) and on subsequent 2011 to 2014 refinancing filings (S-1, prospectus supplements). It is NOT a party to any Tax Receivable Agreement."
1420684,"TRG Settlement Services, LLP",trg-settlement-services-llp,no_tra,,,,,,,,"This firm is a Realogy subsidiary and acted as a guarantor co-registrant on Realogy Corporation's debt registration statements (2007 S-4, 2008 S-4/A) and on subsequent 2011 to 2014 refinancing filings (S-1, prospectus supplements). It is NOT a party to any Tax Receivable Agreement."
1530804,Tronox Holdings plc,tronox-holdings-plc,beneficiary,,,,,,,,Role: none. Tronox has no Tax Receivable Agreement.
1564709,"Truett-Hurst, Inc.",truett-hurst-inc,pubco,TRA-2013-06-19,,2013-06-19,,in_force,"section_754_step_up, pre_ipo_nol",,"Truett-Hurst, Inc. is the PubCo (TRA obligor). It went public on June 19, 2013 via an Up-C IPO in which Truett-Hurst, Inc. (a Delaware corporation) sits above its operating subsidiary H.D.D."
1420934,Trust of New England Inc,trust-of-new-england-inc,no_tra,,,,,,,,This firm is a guarantor co-registrant on Realogy Corporation's exchange-offer S-4 filings. It is not a party to any Tax Receivable Agreement of its own.
1008654,Tupperware Brands Corporation,tupperware-brands-corp,no_tra,,,,,,,,Role: No TRA. Tupperware Brands Corporation is a publicly traded housewares maker (NYSE: TUP) that traces its lineage to a 1996 spin-off from Premark International and operates as a conventional C-corporation.
1764974,Turnstone Biologics Corp.,turnstone-biologics-corp,no_tra,,,,,,,,"Firm role: Not a TRA party (no role). Turnstone Biologics Corp. is a clinical-stage biotech that went public via a conventional Delaware C-corp IPO in July 2023 (ticker TSBX), not an Up-C IPO."
2007596,"TRA contract log — TWFG, Inc.",twfg-inc,pubco,TRA-2024-07-19,,2024-07-19,,in_force,section_754_step_up,,"PubCo (TRA obligor). TWFG, Inc. is a Delaware C-corporation that completed an Up-C IPO on July 19, 2024 (priced July 17, 2024) and entered into a Tax Receivable Agreement with three pre-IPO LLC members: Bunch Family Holdings, LLC, RenaissanceRe Ventures U.S."
1465740,Two Harbors Investment Corp.,two-harbors-investment-corp,no_tra,,,,,,,,"# Two Harbors Investment Corp. (CIK 0001465740) — TRA contract log ## Role determination Role: No-TRA. Two Harbors Investment Corp. is a mortgage REIT formed in 2009 via a Capitol Federal Financial / Pine River Capital sponsored SPAC business combination (October 2009 merger with Capitol Federal Financial Acquisition Corp., a Pine River SPAC)."
1537917,"Tyme Technologies, Inc.",tyme-technologies-inc,no_tra,,,,,,,,"Tyme Technologies, Inc. is a conventional Delaware C-corporation small-cap biotech, not a party to any Tax Receivable Agreement. The firm has no Up-C structure, no operating-LLC layer, no continuing pre-IPO members or sponsor party who would be TRA beneficiaries, and no exchange mechanism between a partnership and the public company."
100493,"Tyson Foods, Inc.",tyson-foods-inc,acquirer,,,,,,,,"# Contract log — Tyson Foods, Inc. (CIK 0000100493) ## Role: Acquirer (TRA-extinguishing) Tyson Foods is not an Up-C structure and was never a TRA obligor. Tyson's connection to a TRA in this filing set is as the Acquirer of AdvancePierre Foods Holdings, Inc. (CIK 0001640403), which had its own ""Income Tax Receivable Agreement"" with OCM FIE, LLC (an Oaktree affiliate / OCM Principal Opportunities Fund IV vehicle)."
